knelpunt_nummer,knelpunt_naam,knelpunt_omschrijving,rapport_nummer,rapport_naam,rapport_bestandsnaam,maatregel_nummer,maatregel_naam,toelichting_budgettair_effect,budgettair_effect_structureel,range_maximum
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,63,Intensivering EIA (ook van invloed op landbouw en gebouwde omgeving), ,-0.05, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,64,Beperken inputvrijstelling EB voor aardgas gebruikt in WKK’s,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,65,"Afschaffen vrijstelling in de energiebelasting, kolenbelasting en accijns voor feedstocks (niet-energetisch verbruik)", ,0.03, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,66,Heffing luchtvervuiling industrie,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,67,Belastingdifferentiatie energiebelasting blauwe en groene waterstof,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,68,Heffing op lozing van restwarmte,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,69,Afschaffen vrijstelling kolenbelasting voor kolencentrales, ,0, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,70,Verhogen minimum CO2-prijs elektriciteitsopwekking,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,71,Schuif in de energiebelasting; balans aardgas en elektriciteit,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,72,Afschaffen teruggaaf energiebelasting religieuze- en non-profitinstellingen, ,0.03, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,73,Belasting op niet-duurzaam hout, ,0.02, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,74,Differentiatie van eigenwoningforfait naar energielabel woning,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,75,Afschaffing lagere EB-tarief glastuinbouw, ,0.02, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,76,Belasting op kunstmest, ,0.1, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,77,Belasting op gewasbescherming, ,0.06, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,78,Verhogen afvalstoffenbelasting, ,0.016, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,79,Grondwater sterker belasten in de leidingwaterbelasting, ,0.12, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",6, Fiscale vergroening en grondslagerosie,6. fiscale-vergroening-en-grondslagerosie.pdf,80,Belasting op consumentenvuurwerk, ,0.02, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,97,Het verhogen van de tarieven van de accijns op tabak, ,0.017, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,98,Invoeren van een verbruiksbelasting op nicotinehoudende vloeistoffen (belastingheffing op e-sigaretten),Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,99,Het verhogen van de tarieven van de accijns op alcoholhoudende dranken, ,0.089, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,100,Extra verlaagd btw-tarief op groenten en fruit, ,-0.5, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,101,Staffels invoeren in de Verbruiksbelasting op alcoholvrije dranken (frisdrankbelasting) op basis van suikergehalte,Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,102,Algemeen btw-tarief op ongezonde producten, ,0.6, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,103,Het introduceren van een verbruiksbelasting op ongezonde producten (niet zijnde dranken),Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,104,Belasting op het houden van productiedieren (dierentaks),Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,105,"Slachttaks (op input, d.w.z. per dier)",Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,106,"Slachttaks (op output, d.w.z. onbewerkt vlees)",Nader te bepalen,-, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,107,Algemeen btw-tarief op vlees, ,1.1, 
6, Schade aan klimaat en gezondheid wordt onvoldoende beprijsd,"De schade aan klimaat en gezondheid worden op dit moment onvoldoende worden beprijsd, zodat er voor consumenten en bedrijven te weinig stimulans is om in hun keuzes meer rekening te houden met de maatschappelijke kosten van vervuiling (uitstoot van CO2, stikstof, fijnstof), mobiliteit en filevorming en ongezond gedrag (roken, snoepen).  Door middel van belastingen kan worden bijgedragen aan het ‘de vervuiler betaalt’-principe.  ",7, Gezondheidsgerelateerde belastingen,7. gezondheidsgerelateerde-belastingen.pdf,108,Consumentenvleestaks,Nader te bepalen,-, 
7, Effectiviteit van nationale belastingheffing neemt af,"Bijna 95% van de totale belastingdruk in NL is op nationaal niveau. Gemeenten nemen slechts 3% van de belastingdruk voor hun rekening terwijl zij 40% van de overheidsuitgaven doen. Dit maakt het voor gemeenten lastig tegenvallers op te vangen en beperkt de ruimte voor eigen keuzes. Hoewel belastingstelsels in de EU op elkaar zijn afgestemd, is dit genoeg om bijvoorbeeld grensoverschrijdende klimaatproblemen, belastingontwijking, belastingconcurrentie en het verschuiven van activiteiten tussen landen aan te pakken..",9, Herziening gemeentelijk belastinggebied,9. herziening-gemeentelijk-belastinggebied.pdf,4,Invoeren grondbelasting,Nader te bepalen,-, 
7, Effectiviteit van nationale belastingheffing neemt af,"Bijna 95% van de totale belastingdruk in NL is op nationaal niveau. Gemeenten nemen slechts 3% van de belastingdruk voor hun rekening terwijl zij 40% van de overheidsuitgaven doen. Dit maakt het voor gemeenten lastig tegenvallers op te vangen en beperkt de ruimte voor eigen keuzes. Hoewel belastingstelsels in de EU op elkaar zijn afgestemd, is dit genoeg om bijvoorbeeld grensoverschrijdende klimaatproblemen, belastingontwijking, belastingconcurrentie en het verschuiven van activiteiten tussen landen aan te pakken..",9, Herziening gemeentelijk belastinggebied,9. herziening-gemeentelijk-belastinggebied.pdf,6,Groter belastinggebied gemeenten door herinvoeren OZB-gebruikers woningen in combinatie met lagere lasten op arbeid, ,0, 
7, Effectiviteit van nationale belastingheffing neemt af,"Bijna 95% van de totale belastingdruk in NL is op nationaal niveau. Gemeenten nemen slechts 3% van de belastingdruk voor hun rekening terwijl zij 40% van de overheidsuitgaven doen. Dit maakt het voor gemeenten lastig tegenvallers op te vangen en beperkt de ruimte voor eigen keuzes. Hoewel belastingstelsels in de EU op elkaar zijn afgestemd, is dit genoeg om bijvoorbeeld grensoverschrijdende klimaatproblemen, belastingontwijking, belastingconcurrentie en het verschuiven van activiteiten tussen landen aan te pakken..",9, Herziening gemeentelijk belastinggebied,9. herziening-gemeentelijk-belastinggebied.pdf,7,Groter belastinggebied gemeenten door invoeren ingezetenenheffing in combinatie met lagere lasten op arbeid, ,0, 
7, Effectiviteit van nationale belastingheffing neemt af,"Bijna 95% van de totale belastingdruk in NL is op nationaal niveau. Gemeenten nemen slechts 3% van de belastingdruk voor hun rekening terwijl zij 40% van de overheidsuitgaven doen. Dit maakt het voor gemeenten lastig tegenvallers op te vangen en beperkt de ruimte voor eigen keuzes. Hoewel belastingstelsels in de EU op elkaar zijn afgestemd, is dit genoeg om bijvoorbeeld grensoverschrijdende klimaatproblemen, belastingontwijking, belastingconcurrentie en het verschuiven van activiteiten tussen landen aan te pakken..",9, Herziening gemeentelijk belastinggebied,9. herziening-gemeentelijk-belastinggebied.pdf,8,Verbreden belastinggrondslag OZB, ,2, 
7, Effectiviteit van nationale belastingheffing neemt af,"Bijna 95% van de totale belastingdruk in NL is op nationaal niveau. Gemeenten nemen slechts 3% van de belastingdruk voor hun rekening terwijl zij 40% van de overheidsuitgaven doen. Dit maakt het voor gemeenten lastig tegenvallers op te vangen en beperkt de ruimte voor eigen keuzes. Hoewel belastingstelsels in de EU op elkaar zijn afgestemd, is dit genoeg om bijvoorbeeld grensoverschrijdende klimaatproblemen, belastingontwijking, belastingconcurrentie en het verschuiven van activiteiten tussen landen aan te pakken..",9, Herziening gemeentelijk belastinggebied,9. herziening-gemeentelijk-belastinggebied.pdf,9,Moderniseren en uitbreiden overige gemeentelijke belastingen, ,0, 
